2018-12-13,4,307645,15:30:14,265.400000,0.435796,609,14437 14302 ,

2018-12-17,4,307645,13:21:3,298.400000,0.411019,726,14229 ,

2018-12-19,4,307645,13:36:37,305.600000,0.237821,1285,14295 14324 14302 ,

2018-12-20,4,307645,17:16:11,472.200000,0.330672,1428,,

2018-12-21,4,307645,16:41:6,108.000000,1.542857,70,14216 14231 ,

2018-12-22,4,307645,16:28:48,773.600000,0.325315,2378,14233 14231 14230 14199 14299 14278 14316 14313 14316 14295 14230 ,
